Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,Weather_Category,Weather_Category_Wind_Adjusted,Wind_Downgrade_Count
2017-05-20,Saturday,4.0,16.0,12,,1705201.0,Brot,174.27,,Unknown,Unknown,0
2017-05-20,Saturday,4.0,16.0,12,,1705202.0,Brötchen,399.21,,Unknown,Unknown,0
2017-05-20,Saturday,4.0,16.0,12,,1705203.0,Croissant,182.26,,Unknown,Unknown,0
2017-05-20,Saturday,4.0,16.0,12,,1705204.0,Konditorei,72.24,,Unknown,Unknown,0
2017-05-20,Saturday,4.0,16.0,12,,1705205.0,Kuchen,330.12,,Unknown,Unknown,0
2017-05-21,Sunday,1.0,18.62,12,,1705211.0,Brot,55.82,,Unknown,Unknown,0
2017-05-21,Sunday,1.0,18.62,12,,1705212.0,Brötchen,490.73,,Unknown,Unknown,0
2017-05-21,Sunday,1.0,18.62,12,,1705213.0,Croissant,227.67,,Unknown,Unknown,0
2017-05-21,Sunday,1.0,18.62,12,,1705214.0,Konditorei,81.24,,Unknown,Unknown,0
2017-05-21,Sunday,1.0,18.62,12,,1705215.0,Kuchen,317.49,,Unknown,Unknown,0
2017-05-22,Monday,0.0,17.75,9,,1705221.0,Brot,138.42,,Unknown,Unknown,0
2017-05-22,Monday,0.0,17.75,9,,1705222.0,Brötchen,320.45,,Unknown,Unknown,0
2017-05-22,Monday,0.0,17.75,9,,1705223.0,Croissant,128.58,,Unknown,Unknown,0
2017-05-22,Monday,0.0,17.75,9,,1705224.0,Konditorei,63.22,,Unknown,Unknown,0
2017-05-22,Monday,0.0,17.75,9,,1705225.0,Kuchen,230.09,,Unknown,Unknown,0
2017-05-23,Tuesday,4.0,22.12,15,95.0,1705231.0,Brot,96.78,,Unknown,Unknown,0
2017-05-23,Tuesday,4.0,22.12,15,95.0,1705232.0,Brötchen,298.61,,Unknown,Unknown,0
2017-05-23,Tuesday,4.0,22.12,15,95.0,1705233.0,Croissant,110.23,,Unknown,Unknown,0
2017-05-23,Tuesday,4.0,22.12,15,95.0,1705234.0,Konditorei,70.57,,Unknown,Unknown,0
2017-05-23,Tuesday,4.0,22.12,15,95.0,1705235.0,Kuchen,244.05,,Unknown,Unknown,0
2017-05-24,Wednesday,3.0,17.12,18,0.0,1705241.0,Brot,136.94,,Very Good,Very Good,0
2017-05-24,Wednesday,3.0,17.12,18,0.0,1705242.0,Brötchen,321.68,,Very Good,Very Good,0
2017-05-24,Wednesday,3.0,17.12,18,0.0,1705243.0,Croissant,133.62,,Very Good,Very Good,0
2017-05-24,Wednesday,3.0,17.12,18,0.0,1705244.0,Konditorei,55.06,,Very Good,Very Good,0
2017-05-24,Wednesday,3.0,17.12,18,0.0,1705245.0,Kuchen,249.9,,Very Good,Very Good,0
2017-05-25,Thursday,2.0,18.88,12,,1705251.0,Brot,83.93,,Unknown,Unknown,0
2017-05-25,Thursday,2.0,18.88,12,,1705252.0,Brötchen,482.3,,Unknown,Unknown,0
2017-05-25,Thursday,2.0,18.88,12,,1705253.0,Croissant,210.55,,Unknown,Unknown,0
2017-05-25,Thursday,2.0,18.88,12,,1705254.0,Konditorei,178.51,,Unknown,Unknown,0
2017-05-25,Thursday,2.0,18.88,12,,1705255.0,Kuchen,317.4,,Unknown,Unknown,0
2017-05-26,Friday,0.0,20.75,6,0.0,1705261.0,Brot,127.23,,Very Good,Very Good,0
2017-05-26,Friday,0.0,20.75,6,0.0,1705262.0,Brötchen,477.87,,Very Good,Very Good,0
2017-05-26,Friday,0.0,20.75,6,0.0,1705263.0,Croissant,214.84,,Very Good,Very Good,0
2017-05-26,Friday,0.0,20.75,6,0.0,1705264.0,Konditorei,96.53,,Very Good,Very Good,0
2017-05-26,Friday,0.0,20.75,6,0.0,1705265.0,Kuchen,225.01,,Very Good,Very Good,0
2017-05-27,Saturday,0.0,24.75,7,,1705271.0,Brot,128.59,,Unknown,Unknown,0
2017-05-27,Saturday,0.0,24.75,7,,1705272.0,Brötchen,466.44,,Unknown,Unknown,0
2017-05-27,Saturday,0.0,24.75,7,,1705273.0,Croissant,242.8,,Unknown,Unknown,0
2017-05-27,Saturday,0.0,24.75,7,,1705274.0,Konditorei,83.32,,Unknown,Unknown,0
2017-05-27,Saturday,0.0,24.75,7,,1705275.0,Kuchen,298.64,,Unknown,Unknown,0
2017-05-28,Sunday,1.0,22.38,14,61.0,1705281.0,Brot,72.22,,Rain,Rain,0
2017-05-28,Sunday,1.0,22.38,14,61.0,1705282.0,Brötchen,562.18,,Rain,Rain,0
2017-05-28,Sunday,1.0,22.38,14,61.0,1705283.0,Croissant,258.88,,Rain,Rain,0
2017-05-28,Sunday,1.0,22.38,14,61.0,1705284.0,Konditorei,79.36,,Rain,Rain,0
2017-05-28,Sunday,1.0,22.38,14,61.0,1705285.0,Kuchen,280.8,,Rain,Rain,0
2017-05-29,Monday,5.0,18.75,7,0.0,1705291.0,Brot,138.96,,Very Good,Very Good,0
2017-05-29,Monday,5.0,18.75,7,0.0,1705292.0,Brötchen,353.21,,Very Good,Very Good,0
2017-05-29,Monday,5.0,18.75,7,0.0,1705293.0,Croissant,143.87,,Very Good,Very Good,0
2017-05-29,Monday,5.0,18.75,7,0.0,1705294.0,Konditorei,106.54,,Very Good,Very Good,0
2017-05-29,Monday,5.0,18.75,7,0.0,1705295.0,Kuchen,218.34,,Very Good,Very Good,0
2017-05-30,Tuesday,6.0,20.5,14,5.0,1705301.0,Brot,112.76,,Extreme Weather,Extreme Weather,0
2017-05-30,Tuesday,6.0,20.5,14,5.0,1705302.0,Brötchen,317.09,,Extreme Weather,Extreme Weather,0
2017-05-30,Tuesday,6.0,20.5,14,5.0,1705303.0,Croissant,99.53,,Extreme Weather,Extreme Weather,0
2017-05-30,Tuesday,6.0,20.5,14,5.0,1705304.0,Konditorei,67.73,,Extreme Weather,Extreme Weather,0
2017-05-30,Tuesday,6.0,20.5,14,5.0,1705305.0,Kuchen,256.92,,Extreme Weather,Extreme Weather,0
2017-05-31,Wednesday,5.0,15.5,18,5.0,1705311.0,Brot,128.08,,Extreme Weather,Extreme Weather,0
2017-05-31,Wednesday,5.0,15.5,18,5.0,1705312.0,Brötchen,312.98,,Extreme Weather,Extreme Weather,0
2017-05-31,Wednesday,5.0,15.5,18,5.0,1705313.0,Croissant,137.6,,Extreme Weather,Extreme Weather,0
2017-05-31,Wednesday,5.0,15.5,18,5.0,1705314.0,Konditorei,83.05,,Extreme Weather,Extreme Weather,0
2017-05-31,Wednesday,5.0,15.5,18,5.0,1705315.0,Kuchen,250.9,,Extreme Weather,Extreme Weather,0
2017-06-01,Thursday,0.0,17.38,12,5.0,1706011.0,Brot,122.61,,Extreme Weather,Extreme Weather,0
2017-06-01,Thursday,0.0,17.38,12,5.0,1706012.0,Brötchen,326.44,,Extreme Weather,Extreme Weather,0
2017-06-01,Thursday,0.0,17.38,12,5.0,1706013.0,Croissant,131.19,,Extreme Weather,Extreme Weather,0
2017-06-01,Thursday,0.0,17.38,12,5.0,1706014.0,Konditorei,63.49,,Extreme Weather,Extreme Weather,0
2017-06-01,Thursday,0.0,17.38,12,5.0,1706015.0,Kuchen,257.53,,Extreme Weather,Extreme Weather,0
2017-06-02,Friday,0.0,20.25,9,,1706021.0,Brot,109.57,,Unknown,Unknown,0
2017-06-02,Friday,0.0,20.25,9,,1706022.0,Brötchen,352.17,,Unknown,Unknown,0
2017-06-02,Friday,0.0,20.25,9,,1706023.0,Croissant,108.54,,Unknown,Unknown,0
2017-06-02,Friday,0.0,20.25,9,,1706024.0,Konditorei,62.65,,Unknown,Unknown,0
2017-06-02,Friday,0.0,20.25,9,,1706025.0,Kuchen,219.89,,Unknown,Unknown,0
2017-06-03,Saturday,7.0,17.5,5,61.0,1706031.0,Brot,147.34,,Rain,Rain,0
2017-06-03,Saturday,7.0,17.5,5,61.0,1706032.0,Brötchen,430.67,,Rain,Rain,0
2017-06-03,Saturday,7.0,17.5,5,61.0,1706033.0,Croissant,202.33,,Rain,Rain,0
2017-06-03,Saturday,7.0,17.5,5,61.0,1706034.0,Konditorei,79.87,,Rain,Rain,0
2017-06-03,Saturday,7.0,17.5,5,61.0,1706035.0,Kuchen,341.22,,Rain,Rain,0
2017-06-04,Sunday,5.0,17.12,14,61.0,1706041.0,Brot,71.19,,Rain,Rain,0
2017-06-04,Sunday,5.0,17.12,14,61.0,1706042.0,Brötchen,475.73,,Rain,Rain,0
2017-06-04,Sunday,5.0,17.12,14,61.0,1706043.0,Croissant,213.12,,Rain,Rain,0
2017-06-04,Sunday,5.0,17.12,14,61.0,1706044.0,Konditorei,133.46,,Rain,Rain,0
2017-06-04,Sunday,5.0,17.12,14,61.0,1706045.0,Kuchen,282.77,,Rain,Rain,0
2017-06-05,Monday,1.0,20.12,9,0.0,1706051.0,Brot,51.61,,Very Good,Very Good,0
2017-06-05,Monday,1.0,20.12,9,0.0,1706052.0,Brötchen,631.21,,Very Good,Very Good,0
2017-06-05,Monday,1.0,20.12,9,0.0,1706053.0,Croissant,300.22,,Very Good,Very Good,0
2017-06-05,Monday,1.0,20.12,9,0.0,1706054.0,Konditorei,172.59,,Very Good,Very Good,0
2017-06-05,Monday,1.0,20.12,9,0.0,1706055.0,Kuchen,305.04,,Very Good,Very Good,0
2017-06-06,Tuesday,4.0,21.62,10,61.0,1706061.0,Brot,129.92,,Rain,Rain,0
2017-06-06,Tuesday,4.0,21.62,10,61.0,1706062.0,Brötchen,405.76,,Rain,Rain,0
2017-06-06,Tuesday,4.0,21.62,10,61.0,1706063.0,Croissant,140.57,,Rain,Rain,0
2017-06-06,Tuesday,4.0,21.62,10,61.0,1706064.0,Konditorei,102.2,,Rain,Rain,0
2017-06-06,Tuesday,4.0,21.62,10,61.0,1706065.0,Kuchen,230.09,,Rain,Rain,0
2017-06-07,Wednesday,7.0,12.25,14,63.0,1706071.0,Brot,96.33,,Rain,Rain,0
2017-06-07,Wednesday,7.0,12.25,14,63.0,1706072.0,Brötchen,328.18,,Rain,Rain,0
2017-06-07,Wednesday,7.0,12.25,14,63.0,1706073.0,Croissant,162.15,,Rain,Rain,0
2017-06-07,Wednesday,7.0,12.25,14,63.0,1706074.0,Konditorei,83.91,,Rain,Rain,0
2017-06-07,Wednesday,7.0,12.25,14,63.0,1706075.0,Kuchen,199.15,,Rain,Rain,0
2017-06-08,Thursday,7.0,14.88,8,61.0,1706081.0,Brot,109.25,,Rain,Rain,0
2017-06-08,Thursday,7.0,14.88,8,61.0,1706082.0,Brötchen,333.99,,Rain,Rain,0
2017-06-08,Thursday,7.0,14.88,8,61.0,1706083.0,Croissant,118.54,,Rain,Rain,0
2017-06-08,Thursday,7.0,14.88,8,61.0,1706084.0,Konditorei,73.57,,Rain,Rain,0
2017-06-08,Thursday,7.0,14.88,8,61.0,1706085.0,Kuchen,248.67,,Rain,Rain,0
2017-06-09,Friday,6.0,20.25,14,95.0,1706091.0,Brot,146.05,,Unknown,Unknown,0
2017-06-09,Friday,6.0,20.25,14,95.0,1706092.0,Brötchen,360.54,,Unknown,Unknown,0
2017-06-09,Friday,6.0,20.25,14,95.0,1706093.0,Croissant,163.07,,Unknown,Unknown,0
2017-06-09,Friday,6.0,20.25,14,95.0,1706094.0,Konditorei,67.47,,Unknown,Unknown,0
2017-06-09,Friday,6.0,20.25,14,95.0,1706095.0,Kuchen,252.17,,Unknown,Unknown,0
2017-06-10,Saturday,5.0,19.25,10,0.0,1706101.0,Brot,155.24,,Very Good,Very Good,0
2017-06-10,Saturday,5.0,19.25,10,0.0,1706102.0,Brötchen,394.66,,Very Good,Very Good,0
2017-06-10,Saturday,5.0,19.25,10,0.0,1706103.0,Croissant,210.98,,Very Good,Very Good,0
2017-06-10,Saturday,5.0,19.25,10,0.0,1706104.0,Konditorei,32.12,,Very Good,Very Good,0
2017-06-10,Saturday,5.0,19.25,10,0.0,1706105.0,Kuchen,295.93,,Very Good,Very Good,0
2017-06-11,Sunday,2.0,25.0,11,,1706111.0,Brot,71.28,,Unknown,Unknown,0
2017-06-11,Sunday,2.0,25.0,11,,1706112.0,Brötchen,468.69,,Unknown,Unknown,0
2017-06-11,Sunday,2.0,25.0,11,,1706113.0,Croissant,215.17,,Unknown,Unknown,0
2017-06-11,Sunday,2.0,25.0,11,,1706114.0,Konditorei,46.26,,Unknown,Unknown,0
2017-06-11,Sunday,2.0,25.0,11,,1706115.0,Kuchen,218.9,,Unknown,Unknown,0
2017-06-12,Monday,7.0,16.25,16,61.0,1706121.0,Brot,134.8,,Rain,Rain,0
2017-06-12,Monday,7.0,16.25,16,61.0,1706122.0,Brötchen,321.63,,Rain,Rain,0
2017-06-12,Monday,7.0,16.25,16,61.0,1706123.0,Croissant,133.15,,Rain,Rain,0
2017-06-12,Monday,7.0,16.25,16,61.0,1706124.0,Konditorei,97.27,,Rain,Rain,0
2017-06-12,Monday,7.0,16.25,16,61.0,1706125.0,Kuchen,224.86,,Rain,Rain,0
2017-06-13,Tuesday,6.0,16.12,16,21.0,1706131.0,Brot,118.64,,Rain,Rain,0
2017-06-13,Tuesday,6.0,16.12,16,21.0,1706132.0,Brötchen,359.22,,Rain,Rain,0
2017-06-13,Tuesday,6.0,16.12,16,21.0,1706133.0,Croissant,144.14,,Rain,Rain,0
2017-06-13,Tuesday,6.0,16.12,16,21.0,1706134.0,Konditorei,63.4,,Rain,Rain,0
2017-06-13,Tuesday,6.0,16.12,16,21.0,1706135.0,Kuchen,251.89,,Rain,Rain,0
2017-06-14,Wednesday,7.0,19.12,9,,1706141.0,Brot,107.82,,Unknown,Unknown,0
2017-06-14,Wednesday,7.0,19.12,9,,1706142.0,Brötchen,329.6,,Unknown,Unknown,0
2017-06-14,Wednesday,7.0,19.12,9,,1706143.0,Croissant,141.31,,Unknown,Unknown,0
2017-06-14,Wednesday,7.0,19.12,9,,1706144.0,Konditorei,69.97,,Unknown,Unknown,0
2017-06-14,Wednesday,7.0,19.12,9,,1706145.0,Kuchen,241.88,,Unknown,Unknown,0
2017-06-15,Thursday,3.0,22.75,6,21.0,1706151.0,Brot,121.51,,Rain,Rain,0
2017-06-15,Thursday,3.0,22.75,6,21.0,1706152.0,Brötchen,442.31,,Rain,Rain,0
2017-06-15,Thursday,3.0,22.75,6,21.0,1706153.0,Croissant,149.1,,Rain,Rain,0
2017-06-15,Thursday,3.0,22.75,6,21.0,1706154.0,Konditorei,50.26,,Rain,Rain,0
2017-06-15,Thursday,3.0,22.75,6,21.0,1706155.0,Kuchen,239.39,,Rain,Rain,0
2017-06-16,Friday,5.0,17.38,20,21.0,1706161.0,Brot,159.39,,Rain,Rain,0
2017-06-16,Friday,5.0,17.38,20,21.0,1706162.0,Brötchen,452.8,,Rain,Rain,0
2017-06-16,Friday,5.0,17.38,20,21.0,1706163.0,Croissant,188.19,,Rain,Rain,0
2017-06-16,Friday,5.0,17.38,20,21.0,1706164.0,Konditorei,31.65,,Rain,Rain,0
2017-06-16,Friday,5.0,17.38,20,21.0,1706165.0,Kuchen,357.99,,Rain,Rain,0
2017-06-17,Saturday,0.0,20.12,15,0.0,1706171.0,Brot,152.59,1.0,Very Good,Very Good,0
2017-06-17,Saturday,0.0,20.12,15,0.0,1706172.0,Brötchen,578.78,1.0,Very Good,Very Good,0
2017-06-17,Saturday,0.0,20.12,15,0.0,1706173.0,Croissant,289.38,1.0,Very Good,Very Good,0
2017-06-17,Saturday,0.0,20.12,15,0.0,1706174.0,Konditorei,72.51,1.0,Very Good,Very Good,0
2017-06-17,Saturday,0.0,20.12,15,0.0,1706175.0,Kuchen,352.51,1.0,Very Good,Very Good,0
2017-06-18,Sunday,2.0,24.25,9,,1706181.0,Brot,75.17,1.0,Unknown,Unknown,0
2017-06-18,Sunday,2.0,24.25,9,,1706182.0,Brötchen,586.17,1.0,Unknown,Unknown,0
2017-06-18,Sunday,2.0,24.25,9,,1706183.0,Croissant,301.35,1.0,Unknown,Unknown,0
2017-06-18,Sunday,2.0,24.25,9,,1706184.0,Konditorei,71.26,1.0,Unknown,Unknown,0
2017-06-18,Sunday,2.0,24.25,9,,1706185.0,Kuchen,216.36,1.0,Unknown,Unknown,0
2017-06-19,Monday,1.0,25.38,7,0.0,1706191.0,Brot,146.63,1.0,Very Good,Very Good,0
2017-06-19,Monday,1.0,25.38,7,0.0,1706192.0,Brötchen,382.49,1.0,Very Good,Very Good,0
2017-06-19,Monday,1.0,25.38,7,0.0,1706193.0,Croissant,211.58,1.0,Very Good,Very Good,0
2017-06-19,Monday,1.0,25.38,7,0.0,1706194.0,Konditorei,66.5,1.0,Very Good,Very Good,0
2017-06-19,Monday,1.0,25.38,7,0.0,1706195.0,Kuchen,266.04,1.0,Very Good,Very Good,0
2017-06-20,Tuesday,0.0,20.75,12,0.0,1706201.0,Brot,127.82,1.0,Very Good,Very Good,0
2017-06-20,Tuesday,0.0,20.75,12,0.0,1706202.0,Brötchen,434.85,1.0,Very Good,Very Good,0
2017-06-20,Tuesday,0.0,20.75,12,0.0,1706203.0,Croissant,181.24,1.0,Very Good,Very Good,0
2017-06-20,Tuesday,0.0,20.75,12,0.0,1706204.0,Konditorei,59.77,1.0,Very Good,Very Good,0
2017-06-20,Tuesday,0.0,20.75,12,0.0,1706205.0,Kuchen,239.6,1.0,Very Good,Very Good,0
2017-06-21,Wednesday,3.0,18.75,10,,1706211.0,Brot,120.02,1.0,Unknown,Unknown,0
2017-06-21,Wednesday,3.0,18.75,10,,1706212.0,Brötchen,430.91,1.0,Unknown,Unknown,0
2017-06-21,Wednesday,3.0,18.75,10,,1706213.0,Croissant,181.55,1.0,Unknown,Unknown,0
2017-06-21,Wednesday,3.0,18.75,10,,1706214.0,Konditorei,74.29,1.0,Unknown,Unknown,0
2017-06-21,Wednesday,3.0,18.75,10,,1706215.0,Kuchen,232.93,1.0,Unknown,Unknown,0
2017-06-22,Thursday,3.0,20.25,10,95.0,1706221.0,Brot,78.17,1.0,Unknown,Unknown,0
2017-06-22,Thursday,3.0,20.25,10,95.0,1706222.0,Brötchen,418.67,1.0,Unknown,Unknown,0
2017-06-22,Thursday,3.0,20.25,10,95.0,1706223.0,Croissant,143.49,1.0,Unknown,Unknown,0
2017-06-22,Thursday,3.0,20.25,10,95.0,1706224.0,Konditorei,93.38,1.0,Unknown,Unknown,0
2017-06-22,Thursday,3.0,20.25,10,95.0,1706225.0,Kuchen,231.44,1.0,Unknown,Unknown,0
2017-06-23,Friday,7.0,17.25,14,61.0,1706231.0,Brot,160.59,1.0,Rain,Rain,0
2017-06-23,Friday,7.0,17.25,14,61.0,1706232.0,Brötchen,439.21,1.0,Rain,Rain,0
2017-06-23,Friday,7.0,17.25,14,61.0,1706233.0,Croissant,172.34,1.0,Rain,Rain,0
2017-06-23,Friday,7.0,17.25,14,61.0,1706234.0,Konditorei,79.95,1.0,Rain,Rain,0
2017-06-23,Friday,7.0,17.25,14,61.0,1706235.0,Kuchen,335.57,1.0,Rain,Rain,0
2017-06-24,Saturday,6.0,17.88,19,61.0,1706241.0,Brot,213.3,1.0,Rain,Rain,0
2017-06-24,Saturday,6.0,17.88,19,61.0,1706242.0,Brötchen,631.28,1.0,Rain,Rain,0
2017-06-24,Saturday,6.0,17.88,19,61.0,1706243.0,Croissant,367.63,1.0,Rain,Rain,0
2017-06-24,Saturday,6.0,17.88,19,61.0,1706244.0,Konditorei,62.16,1.0,Rain,Rain,0
2017-06-24,Saturday,6.0,17.88,19,61.0,1706245.0,Kuchen,448.0,1.0,Rain,Rain,0
2017-06-25,Sunday,7.0,17.25,16,20.0,1706251.0,Brot,69.35,1.0,Moderate,Moderate,0
2017-06-25,Sunday,7.0,17.25,16,20.0,1706252.0,Brötchen,578.0,1.0,Moderate,Moderate,0
2017-06-25,Sunday,7.0,17.25,16,20.0,1706253.0,Croissant,257.37,1.0,Moderate,Moderate,0
2017-06-25,Sunday,7.0,17.25,16,20.0,1706254.0,Konditorei,94.28,1.0,Moderate,Moderate,0
2017-06-25,Sunday,7.0,17.25,16,20.0,1706255.0,Kuchen,305.52,1.0,Moderate,Moderate,0
2017-06-26,Monday,3.0,17.38,16,21.0,1706261.0,Brot,155.54,,Rain,Rain,0
2017-06-26,Monday,3.0,17.38,16,21.0,1706262.0,Brötchen,343.42,,Rain,Rain,0
2017-06-26,Monday,3.0,17.38,16,21.0,1706263.0,Croissant,161.65,,Rain,Rain,0
2017-06-26,Monday,3.0,17.38,16,21.0,1706264.0,Konditorei,33.66,,Rain,Rain,0
2017-06-26,Monday,3.0,17.38,16,21.0,1706265.0,Kuchen,270.98,,Rain,Rain,0
2017-06-27,Tuesday,3.0,16.38,9,,1706271.0,Brot,135.49,,Unknown,Unknown,0
2017-06-27,Tuesday,3.0,16.38,9,,1706272.0,Brötchen,352.86,,Unknown,Unknown,0
2017-06-27,Tuesday,3.0,16.38,9,,1706273.0,Croissant,134.93,,Unknown,Unknown,0
2017-06-27,Tuesday,3.0,16.38,9,,1706274.0,Konditorei,91.65,,Unknown,Unknown,0
2017-06-27,Tuesday,3.0,16.38,9,,1706275.0,Kuchen,233.93,,Unknown,Unknown,0
2017-06-28,Wednesday,6.0,19.75,18,,1706281.0,Brot,110.53,,Unknown,Unknown,0
2017-06-28,Wednesday,6.0,19.75,18,,1706282.0,Brötchen,375.94,,Unknown,Unknown,0
2017-06-28,Wednesday,6.0,19.75,18,,1706283.0,Croissant,185.57,,Unknown,Unknown,0
2017-06-28,Wednesday,6.0,19.75,18,,1706284.0,Konditorei,97.0,,Unknown,Unknown,0
2017-06-28,Wednesday,6.0,19.75,18,,1706285.0,Kuchen,205.98,,Unknown,Unknown,0
2017-06-29,Thursday,7.0,17.88,8,61.0,1706291.0,Brot,126.32,,Rain,Rain,0
2017-06-29,Thursday,7.0,17.88,8,61.0,1706292.0,Brötchen,359.27,,Rain,Rain,0
2017-06-29,Thursday,7.0,17.88,8,61.0,1706293.0,Croissant,155.22,,Rain,Rain,0
2017-06-29,Thursday,7.0,17.88,8,61.0,1706294.0,Konditorei,108.64,,Rain,Rain,0
2017-06-29,Thursday,7.0,17.88,8,61.0,1706295.0,Kuchen,275.57,,Rain,Rain,0
2017-06-30,Friday,7.0,14.88,11,63.0,1706301.0,Brot,118.66,,Rain,Rain,0
2017-06-30,Friday,7.0,14.88,11,63.0,1706302.0,Brötchen,332.5,,Rain,Rain,0
2017-06-30,Friday,7.0,14.88,11,63.0,1706303.0,Croissant,126.13,,Rain,Rain,0
2017-06-30,Friday,7.0,14.88,11,63.0,1706304.0,Konditorei,69.18,,Rain,Rain,0
2017-06-30,Friday,7.0,14.88,11,63.0,1706305.0,Kuchen,276.91,,Rain,Rain,0
2017-07-01,Saturday,7.0,17.62,10,21.0,1707011.0,Brot,142.54,,Rain,Rain,0
2017-07-01,Saturday,7.0,17.62,10,21.0,1707012.0,Brötchen,443.18,,Rain,Rain,0
2017-07-01,Saturday,7.0,17.62,10,21.0,1707013.0,Croissant,183.86,,Rain,Rain,0
2017-07-01,Saturday,7.0,17.62,10,21.0,1707014.0,Konditorei,91.74,,Rain,Rain,0
2017-07-01,Saturday,7.0,17.62,10,21.0,1707015.0,Kuchen,263.83,,Rain,Rain,0
2017-07-02,Sunday,7.0,17.12,18,21.0,1707021.0,Brot,63.61,,Rain,Rain,0
2017-07-02,Sunday,7.0,17.12,18,21.0,1707022.0,Brötchen,478.0,,Rain,Rain,0
2017-07-02,Sunday,7.0,17.12,18,21.0,1707023.0,Croissant,246.34,,Rain,Rain,0
2017-07-02,Sunday,7.0,17.12,18,21.0,1707024.0,Konditorei,113.94,,Rain,Rain,0
2017-07-02,Sunday,7.0,17.12,18,21.0,1707025.0,Kuchen,258.69,,Rain,Rain,0
2017-07-03,Monday,7.0,18.62,14,95.0,1707031.0,Brot,144.59,,Unknown,Unknown,0
2017-07-03,Monday,7.0,18.62,14,95.0,1707032.0,Brötchen,373.27,,Unknown,Unknown,0
2017-07-03,Monday,7.0,18.62,14,95.0,1707033.0,Croissant,187.72,,Unknown,Unknown,0
2017-07-03,Monday,7.0,18.62,14,95.0,1707034.0,Konditorei,63.84,,Unknown,Unknown,0
2017-07-03,Monday,7.0,18.62,14,95.0,1707035.0,Kuchen,265.35,,Unknown,Unknown,0
2017-07-04,Tuesday,6.0,17.25,15,,,,,,Unknown,Unknown,0
2017-07-05,Wednesday,2.0,19.0,9,,1707051.0,Brot,137.92,,Unknown,Unknown,0
2017-07-05,Wednesday,2.0,19.0,9,,1707052.0,Brötchen,457.59,,Unknown,Unknown,0
2017-07-05,Wednesday,2.0,19.0,9,,1707053.0,Croissant,199.16,,Unknown,Unknown,0
2017-07-05,Wednesday,2.0,19.0,9,,1707054.0,Konditorei,65.12,,Unknown,Unknown,0
2017-07-05,Wednesday,2.0,19.0,9,,1707055.0,Kuchen,283.91,,Unknown,Unknown,0
2017-07-06,Thursday,0.0,18.38,8,,1707061.0,Brot,170.8,,Unknown,Unknown,0
2017-07-06,Thursday,0.0,18.38,8,,1707062.0,Brötchen,448.52,,Unknown,Unknown,0
2017-07-06,Thursday,0.0,18.38,8,,1707063.0,Croissant,188.92,,Unknown,Unknown,0
2017-07-06,Thursday,0.0,18.38,8,,1707064.0,Konditorei,86.78,,Unknown,Unknown,0
2017-07-06,Thursday,0.0,18.38,8,,1707065.0,Kuchen,261.13,,Unknown,Unknown,0
2017-07-07,Friday,5.0,20.62,7,61.0,1707071.0,Brot,136.56,,Rain,Rain,0
2017-07-07,Friday,5.0,20.62,7,61.0,1707072.0,Brötchen,476.28,,Rain,Rain,0
2017-07-07,Friday,5.0,20.62,7,61.0,1707073.0,Croissant,192.73,,Rain,Rain,0
2017-07-07,Friday,5.0,20.62,7,61.0,1707074.0,Konditorei,68.98,,Rain,Rain,0
2017-07-07,Friday,5.0,20.62,7,61.0,1707075.0,Kuchen,280.04,,Rain,Rain,0
2017-07-08,Saturday,4.0,20.62,16,21.0,1707081.0,Brot,156.57,,Rain,Rain,0
2017-07-08,Saturday,4.0,20.62,16,21.0,1707082.0,Brötchen,580.47,,Rain,Rain,0
2017-07-08,Saturday,4.0,20.62,16,21.0,1707083.0,Croissant,241.19,,Rain,Rain,0
2017-07-08,Saturday,4.0,20.62,16,21.0,1707084.0,Konditorei,95.73,,Rain,Rain,0
2017-07-08,Saturday,4.0,20.62,16,21.0,1707085.0,Kuchen,323.25,,Rain,Rain,0
2017-07-09,Sunday,1.0,19.12,9,,1707091.0,Brot,76.25,,Unknown,Unknown,0
2017-07-09,Sunday,1.0,19.12,9,,1707092.0,Brötchen,613.94,,Unknown,Unknown,0
2017-07-09,Sunday,1.0,19.12,9,,1707093.0,Croissant,329.25,,Unknown,Unknown,0
2017-07-09,Sunday,1.0,19.12,9,,1707094.0,Konditorei,107.87,,Unknown,Unknown,0
2017-07-09,Sunday,1.0,19.12,9,,1707095.0,Kuchen,291.02,,Unknown,Unknown,0
2017-07-10,Monday,7.0,17.5,6,61.0,1707101.0,Brot,140.64,,Rain,Rain,0
2017-07-10,Monday,7.0,17.5,6,61.0,1707102.0,Brötchen,403.03,,Rain,Rain,0
2017-07-10,Monday,7.0,17.5,6,61.0,1707103.0,Croissant,177.45,,Rain,Rain,0
2017-07-10,Monday,7.0,17.5,6,61.0,1707104.0,Konditorei,96.53,,Rain,Rain,0
2017-07-10,Monday,7.0,17.5,6,61.0,1707105.0,Kuchen,308.71,,Rain,Rain,0
2017-07-11,Tuesday,6.0,19.88,11,95.0,1707111.0,Brot,134.17,,Unknown,Unknown,0
2017-07-11,Tuesday,6.0,19.88,11,95.0,1707112.0,Brötchen,423.99,,Unknown,Unknown,0
2017-07-11,Tuesday,6.0,19.88,11,95.0,1707113.0,Croissant,168.3,,Unknown,Unknown,0
